1,1.7,1.9,2.3,2.4,2.6,2.4,3.6,3.4,5.4,7,10.7,13.7,15.6,17.1,19.6,21,22.1,22.7
3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20
